fault	A defect or mistake; responsibility for a wrong; a rock fracture.
fauna	The animals of a particular region, habitat, or period.
favor	An act of kindness; preferential treatment; to prefer.
feast	A large elaborate meal, often for a celebration.
fecal	Relating to feces; of waste matter from the bowels.
feign	To pretend to feel or be affected by something.
fella	Informal for fellow; a man or guy.
felon	A person who has committed a serious crime.
femme	French for woman; often used for a feminine person or role.
femur	The thigh bone; the longest bone in the human body.
fence	A barrier enclosing an area, or to fight with swords.
feral	Wild after escaping from captivity or domestication.
ferry	A boat that carries people or vehicles across water regularly.
fetal	Relating to a fetus; in an early developmental stage.
fetch	To go get and bring back something.
fetid	Smelling extremely unpleasant; stinking.
fetus	An unborn offspring in the later stages of development.
fever	An abnormally high body temperature, often from illness.
fewer	A smaller number of; comparative of few.
fiber	A threadlike strand of material; dietary roughage in food.
fibre	British spelling of fiber; threadlike material or roughage.
ficus	A genus of plants including figs and popular houseplants.
field	An open area of land, or a sphere of study or activity.
fiend	An evil spirit, or a person obsessively devoted to something.
fiery	Consisting of fire; intensely hot, passionate, or angry.
fifth	Coming after fourth; one of five equal parts.
fifty	The cardinal number that is the product of ten and five.
fight	To take part in a violent struggle; a battle or quarrel.
filer	A person or tool that files documents or smooths with a file.
filet	A boneless cut of meat or fish; also spelled fillet.
filly	A young female horse.
filmy	Thin and translucent, like a fine film or haze.
filth	Disgusting dirt; obscenity or moral corruption.
final	Coming at the end; last; a deciding contest or exam.
finch	A small songbird with a short stout bill.
finer	Of higher quality; comparative of fine.
first	Coming before all others in time, order, or importance.
fishy	Smelling or tasting of fish; suspicious or dubious.
fixer	A person who arranges things, often unofficially or illicitly.
fizzy	Full of bubbles; carbonated.
fjord	A long, deep, narrow sea inlet between high cliffs.
flack	Harsh criticism, or a press agent who handles publicity.
flail	To wave or swing wildly; a threshing tool with a free-swinging stick.
flair	A natural talent or stylish elegance.
flake	A small thin piece that has broken off; an unreliable person.
flaky	Breaking easily into flakes; unreliable or eccentric.
flame	A hot glowing body of ignited gas; a sweetheart.
flank	The side of a body or formation; to be at the side of.
flare	A sudden burst of bright light or flame; to spread outward.
flash	A brief sudden light; to shine briefly; showy display.
flask	A small bottle for liquor or chemicals.
fleck	A small mark or spot; to mark with such spots.
fleet	A group of ships or vehicles; fast and nimble.
flesh	The soft tissue of a body between skin and bones.
flick	A light quick movement or tap; informal for a movie.
flier	A person or thing that flies; a printed advertising leaflet.
fling	To throw with force; a brief casual romance or spree.
flint	A hard gray rock that sparks when struck with steel.
flirt	To behave as if sexually attracted without serious intent.
float	To rest or move on the surface of a liquid without sinking.
flock	A group of birds or sheep; to gather in a crowd.
flood	An overflow of water onto normally dry land.
floor	The lower surface of a room; a story of a building.
flora	The plants of a particular region, habitat, or period.
floss	Soft thread used to clean between teeth; silky fiber.
flour	A fine powder made by grinding grain, used in baking.
flout	To openly disregard a rule or convention.
flown	Past participle of fly; having traveled through the air.
fluff	Soft light fibers or down; to make fuller; trivial matter.
fluid	A substance that flows, such as liquid or gas; smooth.
fluke	An unlikely chance occurrence, especially a lucky one.
flume	An artificial channel for water, often for logging or rides.
flung	Past tense of fling; threw with force.
flunk	To fail an exam or course.
flush	To turn red; to cleanse with a rush of water; level with a surface.
flute	A woodwind instrument played by blowing across a hole.
flyer	A person or thing that flies; a printed advertising handout.
foamy	Full of or resembling foam; frothy.
focal	Relating to a focus; central or principal.
focus	The center of interest or activity; to concentrate attention.
foggy	Full of or covered with fog; unclear or confused.
foist	To impose an unwelcome thing on someone by deceit.
folio	A sheet of paper folded once, or a large book size.
folly	Lack of good sense; a foolish act or costly ornamental building.
foray	A sudden raid or brief venture into a new activity.
force	Strength or power; to make someone do something against their will.
forge	To make or shape metal by heating and hammering; to fake.
forgo	To go without; to give up or abstain from.
forte	A person's strong point or specialty.
forth	Out and away from a starting point; onward in time.
forty	The cardinal number that is the product of ten and four.
forum	A place or medium for open discussion and exchange of ideas.
found	Past tense of find; to establish an institution or organization.
foyer	An entrance hall or lobby in a building or theater.
frail	Weak and delicate; easily damaged or broken.
frame	A rigid structure that surrounds or supports something.
frank	Open, honest, and direct in speech.
fraud	Wrongful deception for personal or financial gain.
freak	A very unusual person or thing; to react with extreme emotion.
freed	Released from captivity, slavery, or restraint.
freer	More free; comparative of free.
fresh	Newly made or obtained; clean and cool; impertinent.
friar	A member of certain religious orders of men.
fried	Cooked in hot fat or oil.
frill	A gathered strip of fabric used as decoration; an unnecessary extra.
frisk	To search someone for weapons by patting the body; to frolic.
fritz	Out of order; not working properly.
frock	A woman's or girl's dress; a long outer garment.
frond	A large divided leaf, especially of a fern or palm.
front	The side or part that faces forward; the beginning.
frost	A thin layer of ice crystals from freezing moisture.
froth	A mass of small bubbles; foam.
frown	To furrow the brow in displeasure, worry, or concentration.
froze	Past tense of freeze; became ice or stopped moving from cold.
fruit	The sweet seed-bearing part of a plant, eaten as food.
fudge	A soft sugary candy, or to fake or fiddle with something.
fugue	A musical form with interwoven melodic lines; a dissociative state.
fully	Completely; to the greatest extent or degree.
fungi	Plural of fungus; mushrooms, molds, and related organisms.
funky	Having a strong musty odor; stylishly unconventional or groovy.
funny	Causing laughter or amusement; strange or odd.
furor	An outbreak of public anger or excitement.
furry	Covered with fur; soft and hairy.
fussy	Hard to please; overly concerned with details.
fuzzy	Having a frizzy or unclear texture; vague or imprecise.
gaffe	An unintentional social blunder or awkward remark.
gaily	In a cheerful or lighthearted manner.
gamer	A person who plays games, especially video games.
gamma	The third letter of the Greek alphabet; a type of radiation.
gamut	The complete range or scope of something.
gassy	Full of gas; talkative in a pretentious way.
gaudy	Extravagantly bright or showy in a tasteless way.
gauge	An instrument for measuring; to estimate or judge.
gaunt	Lean and haggard, especially from suffering or age.
gauze	A thin transparent fabric used for dressings and curtains.
gavel	A small ceremonial hammer used by a judge or auctioneer.
gawky	Awkward and ungainly in movement or manner.
gayer	More gay; comparative of gay.
gayly	In a cheerful, bright, or carefree manner; also gaily.
gazer	A person who looks steadily and intently at something.
gecko	A small nocturnal lizard with adhesive toe pads.
geeky	Socially awkward but very knowledgeable about niche interests.
geese	Plural of goose; large water birds.
genie	A spirit in Arabian folklore that grants wishes.
genre	A category of artistic work sharing form or style.
ghost	The spirit of a dead person said to appear to the living.
ghoul	An evil spirit said to rob graves and feed on the dead.
giant	A being of enormous size and strength; unusually large.
giddy	Dizzy and lightheaded; frivolously excited.
gipsy	Variant of gypsy; a member of a traditionally itinerant people.
girly	Characteristic of or suitable for a young girl; feminine.
girth	The measurement around the middle of something.
given	Specified or stated; past participle of give.
giver	A person who gives something to others.
glade	An open space in a forest.
gland	An organ that secretes chemical substances for use in the body.
glare	A fierce or angry stare; harsh bright light.
glass	A hard transparent material, or a drinking vessel made of it.
glaze	A glassy coating on pottery or food; to fit with glass.
gleam	A faint or brief light; to shine softly.
glean	To gather leftover grain, or information bit by bit.
glide	To move smoothly and continuously with little effort.
glint	A small flash of light, especially reflected.
gloat	To dwell on one's success with smug satisfaction.
globe	A spherical model of Earth, or the world itself.
gloom	Partial or total darkness; a feeling of despondency.
glory	High renown or honor won by notable achievements.
gloss	A shiny surface finish; a brief explanation of a word.
glove	A covering for the hand with separate fingers.
glyph	A carved or written symbol or mark.
gnash	To grind the teeth together, especially in rage or pain.
gnome	A legendary dwarfish creature said to guard the earth's treasures.
godly	Devoutly religious; pious.
going	The act of leaving; current conditions or progress.
golem	In Jewish folklore, a clay figure brought to life by magic.
golly	A mild expression of surprise or wonder.
gonad	An organ that produces reproductive cells; ovary or testis.
goner	A person or thing that is doomed or beyond recovery.
goody	Something attractive or desirable, especially a treat.
gooey	Soft, sticky, and thick — like melted candy or warm chocolate.
goofy	Silly and ridiculous in an endearing way.
goose	A large water bird with a long neck; to poke unexpectedly.
gorge	A narrow steep-sided valley; to eat greedily.
gouge	To cut or dig out with a sharp tool; to overcharge.
gourd	A fleshy hard-shelled fruit of certain vines, often dried.
grace	Elegant movement; courteous goodwill; a short prayer before meals.
grade	A level or rank; a mark evaluating schoolwork; to sort by quality.
graft	To join plant tissues so they grow as one; corrupt gain.
grail	A cup or platter of legend; something eagerly sought.
grain	A small hard seed of a cereal plant; the texture of wood.
grand	Magnificent and impressive; a thousand dollars informally.
grant	To agree to give or allow; a sum of money given for a purpose.
grape	A small sweet fruit that grows in clusters on vines.
graph	A diagram showing the relation between variable quantities.
grasp	To seize and hold firmly; to understand fully.
grass	Low green plants that cover lawns and fields.
grate	To shred food by rubbing on a rough surface; a metal frame.
grave	A hole dug in the ground for burying a dead body.
gravy	A savory sauce made from meat juices and fat.
graze	To feed on grass; to scrape lightly against something.
great	Very large, important, or excellent in quality.
greed	Intense desire for more money, food, or power.
green	The color of grass; not yet ripe or experienced.
greet	To welcome someone with words or a friendly gesture.
grief	Deep sadness, especially after a loss or death.
grill	A metal grate for cooking over heat; to question hard.
grime	Dirt or soot that sticks to a surface.
grimy	Covered with dirt or soot; filthy looking.
grind	To crush into small particles by rubbing hard.
gripe	To complain in a petty way; a minor complaint.
groan	A low sound of pain, strain, or disappointment.
groin	The area where the abdomen meets the upper thighs.
groom	To clean and tidy; a man about to be married.
grope	To feel about blindly with the hands.
gross	Very large; disgusting or vulgar in nature.
group	A number of people or things considered together.
grout	A thin mortar used to fill gaps between tiles.
grove	A small group of trees growing close together.
growl	A low, throaty sound made by an angry animal.
grown	Having reached full size or maturity.
gruel	A thin, watery porridge of boiled grain.
gruff	Rough or abrupt in manner or voice.
grunt	A short, low sound made by a pig or person.
guard	To protect from danger; a person who watches over.
guava	A tropical fruit with sweet pink or white flesh.
guess	To give an answer without being sure it is right.
guest	A person invited to visit or stay in a place.
guide	To show the way; a person who leads others.
guild	An organization of people with the same craft or trade.
guile	Clever but dishonest craftiness; cunning.
guilt	The fact of having done something wrong; remorse.
guise	An outward appearance that may hide the truth.
gulch	A narrow, steep-sided ravine formed by water.
gully	A small valley or channel worn by running water.
gumbo	A thick stew of meat or seafood, okra, and spices.
gummy	Sticky and soft like chewing gum.
guppy	A small, colorful freshwater aquarium fish.
gusto	Enthusiastic enjoyment or energy in doing something.
gusty	Blowing in strong, sudden bursts of wind.
gypsy	A member of a traveling people; a wanderer.
habit	A regular practice or tendency that is hard to break.
hairy	Covered with hair; difficult or dangerous.
halve	To divide something into two equal parts.
handy	Convenient and easy to use; skilled with the hands.
happy	Feeling or showing pleasure and contentment.
hardy	Able to endure difficult conditions; tough.
harem	The women of a household; their living quarters.
harpy	A greedy, grasping person; a mythic winged woman.
harry	To continually harass or attack someone.
harsh	Unpleasantly rough, severe, or cruel.
haste	Speed or urgency in moving or acting.
hasty	Done too quickly without enough care or thought.
hatch	To break out of an egg; an opening with a cover.
hater	A person who strongly dislikes someone or something.
haunt	To visit often; to linger in the mind unpleasantly.
haute	High-class or fashionable, especially in style.
haven	A place of safety or shelter from danger.
havoc	Widespread destruction or chaotic disorder.
hazel	A light brownish-green eye color; a nut tree.
heady	Intoxicating or exhilarating; strong in effect.
heard	Perceived a sound with the ears; past of hear.
heart	The organ that pumps blood; the center of emotion.
heath	Open uncultivated land with low shrubs.
heave	To lift or throw with great effort.
heavy	Having great weight; serious or intense.
hedge	A row of bushes forming a boundary; to avoid risk.
hefty	Large, heavy, and powerful in size or amount.
heist	A robbery, especially a carefully planned one.
helix	A three-dimensional spiral shape like a coil.
hello	A common greeting used when meeting someone.
hence	For this reason; from this place or time onward.
heron	A tall wading bird with long legs and a long neck.
hilly	Having many hills; not flat in landscape.
hinge	A joint that lets a door or lid swing open.
hippo	A huge African river mammal with a wide mouth.
hippy	A person of the 1960s counterculture; informal hippie.
hitch	To fasten or attach; a temporary difficulty.
hoard	To store up a large hidden supply of something.
hobby	An activity done regularly for pleasure in free time.
hoist	To raise something up, often with ropes or a crane.
holly	An evergreen plant with prickly leaves and red berries.
homer	A home run in baseball; a pigeon that flies home.
honey	Sweet food made by bees from flower nectar.
honor	High respect; to show respect or fulfill a duty.
horde	A large, moving crowd of people or animals.
horny	Sexually aroused; having hard projections like horns.
horse	A large four-legged animal used for riding and work.
hotel	A place that provides rooms and services for travelers.
hotly	In an intense, angry, or passionate manner.
hound	A dog used for hunting; to pursue relentlessly.
house	A building where people live; to provide shelter.
hovel	A small, dirty, poorly built dwelling.
hover	To remain suspended in the air over one place.
howdy	An informal greeting meaning hello.
human	Of or relating to people; a person.
humid	Containing a high amount of water vapor in the air.
humor	The quality of being amusing; a mood or temperament.
humph	An expression of doubt, annoyance, or disbelief.
humus	Dark organic matter in soil from decayed plants.
hunch	A feeling or guess based on intuition, not facts.
hunky	Attractively strong and well-built; solidly large.
hurry	To move or act with great speed; haste.
husky	Hoarse in voice; a strong sled dog breed.
hussy	An impertinent or improperly bold girl or woman.
hutch	A cage or pen for small animals such as rabbits.
hydro	Relating to water, often as a short form prefix.
hyena	A doglike African scavenger with a laughing cry.
hymen	A thin membrane at the opening of the vagina.
hyper	Overly excited, energetic, or excessively active.
icily	In a cold, unfriendly, or frosty manner.
icing	A sweet sugary coating for cakes and pastries.
ideal	Perfect or most suitable; a standard of excellence.
idiom	A phrase whose meaning differs from its words.
idiot	A foolish or very unintelligent person.
idler	A person who avoids work and stays inactive.
idyll	A peaceful, simple, and happy scene or experience.
igloo	A dome-shaped shelter built from blocks of snow.
iliac	Relating to the ilium, the upper hip bone.
image	A picture or likeness of someone or something.
imbue	To fill or inspire thoroughly with a quality.
impel	To drive or force someone to take action.
imply	To suggest something without saying it directly.
inane	Silly, empty, or lacking sense and meaning.
inbox	A place where incoming messages or mail are kept.
incur	To bring something unwanted upon oneself.
index	An alphabetical list; a measure or indicator.
inept	Lacking skill or competence; clumsy.
inert	Lacking the ability or will to move or act.
infer	To conclude something from evidence or reasoning.
ingot	A solid block of metal cast into a standard shape.
inlay	To set material into a surface for decoration.
inlet	A narrow water passage into a bay or land.
inner	Located farther inside; private or personal.
input	Information or material put into a system.
inter	To bury a dead body in a grave or tomb.
intro	A brief opening before the main part of music or a talk.
ionic	Relating to ions; a classical Greek column style.
irate	Very angry; furious in mood.
irony	A contrast between expected and actual meaning.
islet	A very small island.
issue	A topic of debate; to put something out officially.
itchy	Having or causing an urge to scratch the skin.
ivory	Hard white material from elephant tusks; creamy white.
jaunt	A short trip taken for pleasure.
jazzy	Lively and flashy in the style of jazz music.
jelly	A soft, sweet, fruit-flavored spread that sets firm.
jerky	Dried strips of seasoned meat; sudden and uneven.
jetty	A pier or structure built out into water.
jewel	A precious stone or valued ornament.
jiffy	A very short amount of time; a moment.
joint	A place where two parts meet; shared by people.
joist	A horizontal beam supporting a floor or ceiling.
joker	A person who tells jokes; a playing card of fun.
jolly	Cheerful and full of high spirits.
joust	A medieval contest of knights on horseback.
judge	To form an opinion; an official who decides cases.
juice	The liquid extracted from fruit or vegetables.
juicy	Full of juice; interestingly scandalous or vivid.
jumbo	Very large in size; oversized.
jumpy	Nervous and easily startled.
junta	A group that rules after seizing power by force.
junto	A small group united for a common purpose.
juror	A member of a jury in a court of law.
kappa	The tenth letter of the Greek alphabet.
karma	The idea that actions bring fitting future results.
kayak	A light, narrow boat paddled with a double blade.
kebab	Pieces of meat or vegetables cooked on a skewer.
khaki	A dull yellowish-brown fabric used for uniforms.
kinky	Twisted into tight curls; sexually unconventional.
kiosk	A small open-fronted booth selling goods or info.
kitty	A young cat; a pooled fund of money.
knack	A natural skill or clever way of doing something.
knave	A dishonest or unscrupulous man; a jack in cards.
knead	To work dough by pressing and folding with hands.
kneed	Struck or touched with the knee.
kneel	To rest on one or both knees.
knelt	Past tense of kneel; rested on the knees.
knife	A tool with a sharp blade for cutting.
knock	To strike a surface to make a sound, as on a door.
knoll	A small rounded hill.
known	Recognized or familiar; past participle of know.
koala	An Australian tree-dwelling marsupial that eats eucalyptus.
krill	Tiny shrimp-like sea creatures eaten by whales.
label	A tag naming something; to assign a category.
labor	Hard physical work; to work with effort.
laden	Heavily loaded or weighed down.
ladle	A long-handled spoon for serving soup or stew.
lager	A light, bottom-fermented beer stored cold.
lance	A long spear used by cavalry; to pierce open.
lanky	Tall, thin, and often awkward in build.
lapel	The folded flap of cloth on a coat collar.
lapse	A temporary failure; to fall or slip away.
large	Of great size, amount, or extent.
larva	The immature wormlike stage of an insect's life.
lasso	A rope with a loop used to catch livestock.
latch	A fastening that holds a door or gate closed.
later	At a time after the present; afterward.
lathe	A machine that spins wood or metal for shaping.
latte	Coffee mixed with steamed milk, often frothy.
laugh	To make sounds of amusement or joy.
layer	A thickness of material spread over a surface.
leach	To dissolve and wash out soluble parts by liquid.
leafy	Full of or covered with leaves.
leaky	Allowing liquid or gas to escape through holes.
leant	Past tense of lean; rested at an angle.
leapt	Past tense of leap; jumped suddenly.
learn	To gain knowledge or skill by study or experience.
lease	A contract to rent property for a set time.
leash	A strap for controlling a dog or other animal.
least	Smallest in amount, degree, or importance.
leave	To go away from; permission to be absent.
ledge	A narrow shelf projecting from a wall or cliff.
leech	A bloodsucking worm; someone who drains others.
leery	Cautious and suspicious of possible danger.
lefty	A person who uses the left hand by preference.
legal	Allowed or required by law; relating to law.
leggy	Having long legs; tall and slender.
lemon	A yellow citrus fruit with sour juice.
lemur	A tree-dwelling primate native to Madagascar.
leper	A person suffering from the disease leprosy.
level	Flat and even; a particular height or rank.
lever	A bar used to lift or move something with force.
libel	A false published statement that harms reputation.
liege	A lord entitled to loyalty; a loyal subject.
light	Brightness that makes vision possible; not heavy.
liken	To point out a resemblance between things.
lilac	A shrub with fragrant purple or white flowers.
limbo	An uncertain state of waiting; a low dance.
limit	A point beyond which something does not go.
linen	Cloth made from flax; household sheets and towels.
liner	A large passenger ship; something that lines inside.
lingo	Informal language or jargon of a group.
lipid	A fatty organic compound such as oil or fat.
lithe	Gracefully flexible and limber in movement.
liver	The organ that cleans blood and aids digestion.
livid	Furiously angry; discolored bluish from bruising.
llama	A South American animal related to the camel.
loamy	Of soil that is rich, soft, and good for plants.
loath	Unwilling or reluctant to do something.
lobby	An entrance hall; to try to influence officials.
local	Belonging to a particular nearby area.
locus	A particular place or position; a focus point.
lodge	A small house for temporary stay; to stay or file.
lofty	Very high; elevated in style or attitude.
logic	Clear reasoning based on sound principles.
login	The act of signing into a computer system.
loopy	Crazy or eccentric; full of loops.
loose	Not tight or firmly fixed; free from restraint.
lorry	A large truck used for carrying goods.
loser	A person who fails or is defeated.
louse	A small parasitic insect that lives on hosts.
lousy	Very poor in quality; infested with lice.
lover	A person who loves someone or something deeply.
lower	To move something down; less high in position.
lowly	Humble or of low rank and status.
loyal	Firm and constant in support or allegiance.
lucid	Clear and easy to understand; mentally sound.
lucky	Having good fortune; favored by chance.
lumen	A unit of light output; a hollow tube space.
lumpy	Full of lumps; uneven in surface or texture.
lunar	Relating to the moon.
lunch	A meal eaten in the middle of the day.
lunge	A sudden forward thrust of the body.
lupus	A disease in which the immune system attacks the body.
lurch	To make a sudden unsteady movement.
lurid	Shockingly vivid or sensational, often gruesome.
lusty	Healthy, strong, and full of vigor.
lying	Resting flat; not telling the truth.
lymph	A clear fluid that carries white blood cells.
lynch	To kill someone by mob action without a trial.
lyric	Words of a song; expressing personal emotion.
macaw	A large, brightly colored tropical parrot.
macho	Aggressively masculine in manner or appearance.
macro	Large-scale; a computer command that runs steps.
madam	A polite form of address for a woman.
madly	In a wild, intense, or crazy manner.
mafia	An organized crime group or powerful network.
magic	The power to make impossible things seem real.
magma	Molten rock beneath the earth's surface.
maize	Corn; a cereal plant with large ears of grain.
major	Greater in importance or size; a military rank.
maker	A person or thing that creates something.
mambo	A lively Latin American dance and music style.
mamma	An informal word for mother.
mammy	An old-fashioned informal word for mother.
manga	Japanese comic books and graphic novels.
mange	A skin disease of animals causing hair loss.
mango	A sweet tropical fruit with orange-yellow flesh.
mangy	Suffering from mange; shabby and in poor condition.
mania	Extreme enthusiasm or an abnormally excited state.
manic	Extremely excited, energetic, or agitated.
manly	Having qualities traditionally associated with men.
manor	A large country house with land.
maple	A tree known for its syrup and autumn leaves.
march	To walk in a steady military way; the third month.
marry	To take someone as a husband or wife.
marsh	Wet, low land often covered with grasses.
mason	A person who builds with stone or brick.
masse	A billiards stroke with extreme spin; in mass.
match	A contest; something that pairs well; a fire stick.
matey	Friendly in a familiar, informal way.
mauve	A pale purple color.
maxim	A short statement expressing a general truth.
maybe	Perhaps; possibly but not certainly.
mayor	The elected head of a city or town government.
mealy	Soft, dry, and powdery like meal or flour.
meant	Intended or signified; past of mean.
meaty	Full of meat; substantial and full of content.
mecca	A place that attracts many people of a type.
medal	A metal disk awarded for achievement or bravery.
media	Means of mass communication such as news outlets.
medic	A person trained to give emergency care to the injured.
melee	A confused, close fight involving many people.
melon	A large sweet fruit with thick rind and juicy flesh.
mercy	Compassion shown to someone you could punish.
merge	To combine into one; to join together.
merit	The quality of being good or worthy; to deserve.
merry	Cheerful and lively with happiness.
metal	A hard, shiny material such as iron or gold.
meter	A unit of length; a device that measures something.
metro	An urban subway or rapid transit system.
micro	Very small in scale; a prefix meaning tiny.
midge	A tiny two-winged fly that often bites.
midst	The middle part of something; among.
might	Great power or strength; past of may.
milky	Containing or resembling milk in color or texture.
mimic	To imitate someone or something closely.
mince	To cut into very small pieces; to walk daintily.
miner	A person who works underground digging coal or ore.
minim	A very small amount; a half-note in music.
minor	Lesser in importance; a person under legal age.
minty	Having the cool, fresh taste or smell of mint.
minus	Less; indicating subtraction or absence.
mirth	Amusement expressed in laughter and joy.
miser	A person who hoards money and spends little.
missy	An informal or playful term for a young girl.
mocha	A coffee flavored with chocolate; a brown color.
modal	Relating to mode or form; expressing possibility.
model	A small copy; a person who displays clothes.
modem	A device that connects computers over a network.
mogul	A powerful, wealthy person in business or media.
moist	Slightly wet; damp but not soaking.
molar	A large back tooth used for grinding food.
moldy	Covered with mold; stale and musty.
money	Currency used to buy goods and services.
month	One of the twelve divisions of a year.
moody	Having frequent changes of temper or feeling.
moose	A large northern deer with broad antlers.
moral	Concerned with right and wrong behavior.
moron	A very foolish or stupid person.
morph	To change smoothly from one form into another.
mossy	Covered with moss; old and overgrown.
motel	A roadside hotel designed for motorists.
motif	A recurring theme, design, or idea in art.
motor	A machine that produces motion or power.
motto	A short phrase expressing a guiding principle.
moult	To shed old feathers, hair, or skin for new growth.
mound	A raised mass of earth or other material.
mount	To climb up onto something; a high hill.
mourn	To feel or show deep sorrow for a loss.
mouse	A small rodent; a computer pointing device.
mouth	The opening for eating and speaking; an outlet.
mover	A person or company that moves goods or furniture.
movie	A motion picture shown in theaters or on screens.
mower	A machine for cutting grass.
mucky	Dirty and messy with mud or grime.
mucus	A slimy substance produced by body membranes.
muddy	Covered with or full of wet earth.
mulch	Material spread on soil to protect plants.
mummy	A preserved dead body wrapped in cloth.
munch	To chew food steadily and often noisily.
mural	A large painting done on a wall.
murky	Dark, cloudy, and hard to see through.
mushy	Soft and pulpy; overly sentimental.
music	Organized sound created for beauty or expression.
musky	Having a strong, heavy animal-like scent.
musty	Stale and damp smelling from lack of air.
myrrh	A fragrant resin used in perfume and incense.
nadir	The lowest point of something; rock bottom.
naive	Lacking experience; innocently trusting.
nanny	A person employed to care for children.
nasal	Relating to the nose; sounding through the nose.
nasty	Very unpleasant, mean, or offensive.
natal	Relating to a person's birth.
naval	Relating to a navy or warships.
navel	The small scar on the belly from the umbilical cord.
needy	Lacking basic necessities; requiring support.
neigh	The characteristic cry of a horse.
nerdy	Socially awkward and intensely interested in study.
nerve	A fiber carrying signals; courage under pressure.
never	At no time; not ever.
newer	More recent or modern than something else.
newly	Recently; not long ago.
nicer	More pleasant, kind, or agreeable.
niche	A specialized role or suitable place.
niece	A daughter of one's brother or sister.
night	The time of darkness between sunset and sunrise.
ninja	A skilled Japanese fighter trained in stealth.
ninny	A foolish or simple-minded person.
ninth	Coming after eighth in position or order.
noble	Having high moral character; of aristocratic rank.
nobly	In a morally admirable or dignified way.
noise	Unwanted or loud sound; interference.
noisy	Making a lot of sound; full of noise.
nomad	A person who wanders from place to place.
noose	A loop of rope that tightens when pulled.
north	The direction toward the Arctic; opposite of south.
nosey	Overly curious about other people's affairs.
notch	A V-shaped cut; a level or degree of achievement.
novel	A long fictional book; new and original.
nudge	To push gently, often to get attention.
nurse	A person trained to care for the sick; to tend.
nutty	Tasting of nuts; slightly crazy or eccentric.
nylon	A strong synthetic fiber used in fabrics and ropes.
nymph	A mythic nature spirit; an immature insect stage.
oaken	Consisting of or made of wood of the oak tree.
obese	Extremely overweight in a way that harms health.
occur	To happen or take place.
ocean	A vast body of salt water covering much of Earth.
octal	Relating to a number system based on eight.
octet	A group of eight people or things, often musicians.
odder	More strange or unusual than something else.
oddly	In a strange or unexpected manner.
offal	The edible internal organs of an animal.
offer	To present something for acceptance; a proposal.
often	Many times; frequently.
olden	Of a former time; belonging to the past.
older	Having lived or existed for more years.
olive	A small oval fruit; a yellowish-green color.
ombre	A gradual blending of one color into another.
omega	The last letter of the Greek alphabet; the end.
onion	A round vegetable with layers and a strong smell.
onset	The beginning of something, often unpleasant.
opera	A dramatic work set to music for singers.
opine	To state an opinion.
opium	A narcotic drug obtained from poppies.
optic	Relating to the eye or vision.
orbit	The curved path of one body around another.
order	Arrangement; a command; to request goods.
organ	A body part with a function; a keyboard instrument.
other	Different from the one already mentioned.
otter	A playful aquatic mammal with thick fur.
ought	Used to express duty, correctness, or likelihood.
ounce	A unit of weight equal to one sixteenth of a pound.
outdo	To do better than someone else.
outer	On the outside; farther from the center.
outgo	Money spent; expenditure going out.
ovary	The female organ that produces eggs.
ovate	Egg-shaped; oval in outline.
overt	Done openly and not hidden.
ovine	Related to sheep; like a sheep.
ovoid	Egg-shaped; oval in three dimensions.
owing	Still to be paid; because of.
owner	A person who has legal possession of something.
oxide	A compound of oxygen with another element.
ozone	A form of oxygen in the upper atmosphere.
paddy	A flooded field where rice is grown.
pagan	A person holding polytheistic or nonstandard beliefs.
paint	Colored liquid for covering surfaces; to apply it.
paler	Lighter in color or less intense than before.
palsy	Paralysis with tremors; a nervous shaking.
panel	A flat section of a surface; a group of people.
panic	Sudden overwhelming fear that causes chaos.
pansy	A garden flower with flat colorful petals.
papal	Relating to the pope or the papacy.
paper	Thin flat material for writing or printing on.
parer	A tool or person that peels or trims things.
parka	A warm hooded coat for cold weather.
parry	To deflect or ward off a blow or question.
parse	To analyze a sentence into its grammatical parts.
party	A social gathering; a political group; to celebrate.
pasta	Italian food made from dough, such as spaghetti.
paste	A thick soft mixture; to stick with adhesive.
pasty	Pale and unhealthy looking; like paste in texture.
patch	A piece used to cover a hole; a small area.
patio	A paved outdoor area next to a house.
patsy	A person easily fooled or blamed unfairly.
patty	A small flat cake of minced food, often meat.
pause	A temporary stop; to stop briefly.
payee	The person who receives a payment.
payer	The person who makes a payment.
peace	Freedom from war or disturbance; calm.
peach	A sweet juicy fruit with fuzzy skin.
pearl	A smooth, lustrous gem formed in a shellfish.
pecan	A smooth brown nut from a North American tree.
pedal	A foot-operated lever on a bike, car, or piano.
penal	Relating to punishment under the law.
pence	Plural of penny; British coins of small value.
penne	Tube-shaped pasta cut on the diagonal.
penny	A coin of small value; one cent in the U.S.
perch	A place to sit or rest high up; a freshwater fish.
peril	Serious and immediate danger.
perky	Cheerful, lively, and full of energy.
pesky	Annoying in a small but persistent way.
pesto	A sauce of basil, garlic, nuts, oil, and cheese.
petal	One of the colored parts of a flower.
petty	Of little importance; mean in small ways.
phase	A distinct stage in a process; a form of matter such as solid or liquid.
phone	A device used to talk to someone over a distance; to call someone.
phony	Fake or not genuine; pretending to be something it is not.
photo	An image captured with a camera.
piano	A large keyboard instrument that makes sound with hammers on strings.
picky	Very particular or fussy about details and choices.
piece	A part of something; an item or portion separated from a whole.
piety	Deep religious devotion or dutiful respect for God or parents.
piggy	Like a pig; a child's word for a little pig or pig-shaped bank.
